,country,lastpage,hr1,hr2,gender,expertise1,expertise2,expertise3,expertise4,finance1,CSfinance2[private_foundations],CSfinance2[donations],CSfinance2[national_public_funds],CSfinance2[corporate_sponsorship],CSfinance2[international_public_funds],CSfinance2[other],finance4,foi1,foi2,foi3,foi4,foi5[not_aware],foi5[not_covered],foi5[too_expensive],foi5[too_time_consuming],foi5[afraid_of_data_destruction],foi5[afraid_of_discrimination],foi5[other],foi5[dont_know],foi5[prefer_not_to_say],CSpreselection,CScampact2[media_contributions],CScampact2[own_publications],CScampact2[petitions_open_letters],CScampact2[public_events],CScampact2[collaborations],CScampact2[demonstrations],CScampact2[social_media],CScampact2[advertising],CScampact2[volunteer_activities],CScampact2[providing_technical_tools],CScampact2[support_for_eu_campaigns],CScampact2[other],CScamptrans1,CScamptrans2,CScampimpact1[increased_awareness],CScampimpact1[policies_reflect_demands],CScampimpact1[created_media_attention],CScampimpact1[achieved_goals],CSadvoctrans1,CSadvoctrans2,CSadvocact2[research],CSadvocact2[consultations],CSadvocact2[briefings],CSadvocact2[expert_events],CSadvocact2[participation_in_fora],CSadvocact2[legal_opinions],CSadvocact2[informal_encounters],CSadvocact2[other],CSadvocimpact1[increased_awareness],CSadvocimpact1[policies_reflect_recommendations],CSadvocimpact1[more_informed_debates],CSadvocimpact1[achieved_goals],CSlitigateact2[initiating_lawsuit],CSlitigateact2[initiating_complaint],CSlitigateact2[supporting_existing_legislation],CSlitigateact2[other],CSlitigatecost1,CSlitigatecost2,CSlitigatecost3,CSlitigatetrans1,CSlitigatetrans2,CSlitigateimpact1[increased_awareness],CSlitigateimpact1[changed_the_law],CSlitigateimpact1[amendments_of_the_law],CSlitigateimpact1[revealed_new_information],CSlitigateimpact1[achieved_goals],CSlitigateimpact2,protectops1[sectraining],protectops1[e2e],protectops2,protectops3[encrypted_email],protectops3[vpn],protectops3[tor],protectops3[e2e_chat],protectops3[encrypted_hardware],protectops3[2fa],protectops3[other],protectops4,protectleg1,protectleg2,protectleg3[free_counsel],protectleg3[cost_insurance],protectleg3[other],constraintinter1,constraintinter2,constraintinter3,constraintinter4[police_search],constraintinter4[seizure],constraintinter4[extortion],constraintinter4[violent_threat],constraintinter4[inspection_during_travel],constraintinter4[detention],constraintinter4[surveillance_signalling],constraintinter4[online_harassment],constraintinter4[entry_on_deny_lists],constraintinter4[exclusion_from_events],constraintinter4[public_defamation],constraintinter5[unsolicited_information],constraintinter5[invitations],constraintinter5[other],constraintinter6[gender],constraintinter6[ethnicity],constraintinter6[political],constraintinter6[sexual],constraintinter6[religious],constraintinter6[other],CSconstraintself1[avoid],CSconstraintself1[cancelled_campaign],CSconstraintself1[withdrew_litigation],CSconstraintself1[leave_profession],CSconstraintself1[other],attitude1,attitude2,attitude3[rule_of_law],attitude3[civil_liberties],attitude3[effectiveness_of_intel],attitude3[legitimacy_of_intel],attitude3[trust_in_intel],attitude3[critique_of_intel],attitude3[prefer_not_to_say],attitude4[1],attitude4[2],attitude4[3],attitude4[4],attitude4[5],attitude4[6],attitude5[1],attitude5[2],attitude5[3],attitude5[4],attitude5[5],attitude5[6],attitude6[1],attitude6[2],attitude6[3],attitude6[4],attitude6[5],attitude6[6],field,MShr3[daily_newspaper],MShr3[weekly_newspaper],MShr3[magazine],MShr3[tv],MShr3[radio],MShr3[news_agency],MShr3[online_stand_alone],MShr3[online_of_offline],MShr4,MSfinance2,MSapp1,MSapp2,MSsoc1,MSsoc2,MSsoc3,MSsoc4[follow_up_on_other_media],MSsoc4[statements_government],MSsoc4[oversight_reports],MSsoc4[leaks],MSsoc4[own_investigations],MSsoc4[dont_know],MSsoc4[prefer_not_to_say],MSsoc4[other],MSsoc5[national_security_risks],MSsoc5[intelligence_success],MSsoc5[intelligence_misconduct],MSsoc5[oversight_interventions],MSsoc5[oversight_failures],MSsoc5[policy_debates_leg_reforms],MSsoc5[other],MStrans1,MStrans2,MStrans3,MSimpact1[above_avg_comments],MSimpact1[above_avg_shares],MSimpact1[above_avg_readers],MSimpact1[letters_to_the_editor],MSimpact1[follow_up_by_other_media],MSimpact1[other],MSimpact1[none_of_the_above],MSimpact1[dont_know],MSimpact1[prefer_not_to_say],MSimpact2[diplomatic_pressure],MSimpact2[civic_action],MSimpact2[conversations_with_government],MSimpact2[official_inquiries],MSimpact2[government_statements],MSimpact2[conversations_with_intelligence],MSimpact2[dont_know],MSimpact2[prefer_not_to_say],MSimpact2[other],protectops3[secure_drop],MSprotectrta1,MSprotectrta2,MSprotectrta3,MSprotectrta4,MSprotectrta5,MSprotectrta6,MSconstraintcen1,MSconstraintcen2,MSconstraintcen3,MSconstraintcen4,MSconstraintcen5,MSconstraintself1[avoid],MSconstraintself1[change_focus],MSconstraintself1[change_timeline],MSconstraintself1[abandon],MSconstraintself1[leave_profession],MSconstraintself1[other]
61,Germany,18.0,Full-time,21.0,Male,20.0,A1: Expert knowledge,A2: Advanced knowledge,A2: Advanced knowledge,A1: A great deal of funding,,,,,,,,Yes,2.0,"A2: No, usually longer than 30 days",A2: Helpful in parts,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Somewhat important,Important,Slightly important,Very important,Very important,Important,,"A2: Technological tools help to protect my identity <br>to some extent, but an attacker with sufficient power <br>may eventually be able to bypass my technological <br>safeguards",A2: Often,Yes,Yes,Yes,I don't know,I don't know,No,,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,,No,No,No,No,No,No,,,,,,A4: Intelligence agencies are a vital component<br>of national security and should be shielded from<br>excessive bureaucratic restrictions,"A3: Intelligence oversight lacks efficacy,<br>hence a fundamental reorganization of oversight<br>capacity is needed for oversight practitioners<br>to reliably uncover past misconduct and prevent<br>future misconduct",True,False,False,False,True,True,False,Judicial oversight bodies,Data protection authorities,Audit courts,Independent expert bodies,Parliamentary oversight bodies,CSOs | The media,Judicial oversight bodies,Data protection authorities,Audit courts,CSOs | The media,Parliamentary oversight bodies,Independent expert bodies,Judicial oversight bodies,Data protection authorities,Audit courts,Independent expert bodies,Parliamentary oversight bodies,CSOs | The media,Journalists,False,False,False,True,True,False,False,True,A1: I had enough time,Yes,Yes,I don't know,30.0,5.0,AO02,True,True,True,False,True,False,False,False,True,True,True,False,False,True,False,A3: Sometimes (50% of the time),A4: Rarely (25% of the time),,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,Somewhat important,No,,,Yes,"No, usually longer than 30 days","Partly, the information provided was somewhat <br>helpful but contained omissions",Yes,No,10.0,No,Yes,No,No,Yes,No,No,No
62,Germany,7.0,,,Not specified,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,Journalists,False,False,False,False,False,False,False,False,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,
63,Germany,18.0,Full-time,6.0,Male,14.0,A3: Some knowledge,A2: Advanced knowledge,A4: Basic knowledge,A1: A great deal of funding,,,,,,,,No,,,,False,False,False,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,Somewhat important,Very important,,Very important,Important,Very important,I don't know,"A2: Technological tools help to protect my identity <br>to some extent, but an attacker with sufficient power <br>may eventually be able to bypass my technological <br>safeguards",A1: Always,No,Yes,Yes,I don't know,"Yes, I suspect",No,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,,,,,,"A3: Intelligence agencies are necessary and<br>legitimate institutions of democratic states,<br>even though they may sometimes overstep their<br>legal mandates","A3: Intelligence oversight lacks efficacy,<br>hence a fundamental reorganization of oversight<br>capacity is needed for oversight practitioners<br>to reliably uncover past misconduct and prevent<br>future misconduct",True,True,False,True,False,False,False,CSOs | The media,Independent expert bodies,Judicial oversight bodies,Audit courts,Data protection authorities,Parliamentary oversight bodies,Judicial oversight bodies,Parliamentary oversight bodies,Audit courts,Data protection authorities,Independent expert bodies,CSOs | The media,Judicial oversight bodies,Parliamentary oversight bodies,Audit courts,Data protection authorities,CSOs | The media,Independent expert bodies,Journalists,False,False,True,False,False,False,False,False,A3: I had very little time,No,Yes,No,12.0,9.0,AO02,True,False,True,True,True,False,False,False,True,True,True,False,True,True,False,A2: Often (75% of the time),A3: Sometimes (50% of the time),No,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,Important,Yes,No,No,No,,,No,No,,,,No,No,Yes,Yes,,No
64,Germany,18.0,Full-time,10.0,Male,10.0,A2: Advanced knowledge,A1: Expert knowledge,A2: Advanced knowledge,A1: A great deal of funding,,,,,,,,Yes,10.0,"A2: No, usually longer than 30 days",A2: Helpful in parts,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,I prefer not to say,Very important,Very important,Very important,Very important,Very important,Very important,I prefer not to say,"A2: Technological tools help to protect my identity <br>to some extent, but an attacker with sufficient power <br>may eventually be able to bypass my technological <br>safeguards",A3: Sometimes,I don't know,I don't know,I don't know,,"Yes, I suspect",Yes,I was threatened with prosecution,No,No,No,No,I don't know,No,Yes,No,No,Yes,,No,Yes,,No,No,I don't know,No,No,Yes,,,,,,"A2: Intelligence agencies contradict democratic<br>principles, and their powers should be kept at a<br>bare minimum",A4: Effective intelligence oversight is a<br>hopeless endeavour and even a systematic<br>reorganization is unlikely to ensure misconduct<br>is uncovered and prevented.,True,True,False,False,False,True,False,CSOs | The media,Data protection authorities,Independent expert bodies,Parliamentary oversight bodies,Audit courts,Judicial oversight bodies,CSOs | The media,Parliamentary oversight bodies,Independent expert bodies,Judicial oversight bodies,Audit courts,Data protection authorities,Judicial oversight bodies,Parliamentary oversight bodies,Audit courts,Data protection authorities,Independent expert bodies,CSOs | The media,Journalists,False,False,False,False,False,False,True,False,A2: I had some time,I don't know,Yes,No,10.0,10.0,AO02,False,False,True,True,True,False,False,True,False,False,True,False,True,True,True,A4: Rarely (25% of the time),A4: Rarely (25% of the time),,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,False,False,False,Slightly important,No,,,Yes,"No, usually longer than 30 days","No, the information provided was not at all helpful",Yes,I don't know,,No,I prefer not to say,,,,,,
65,Germany,18.0,Full-time,5.0,Male,7.0,A3: Some knowledge,A2: Advanced knowledge,A3: Some knowledge,A2: Sufficient funding,,,,,,,,No,,,,False,False,True,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Slightly important,Slightly important,Very important,Very important,Very important,Very important,,"A2: Technological tools help to protect my identity <br>to some extent, but an attacker with sufficient power <br>may eventually be able to bypass my technological <br>safeguards",A3: Sometimes,Yes,I don't know,I don't know,,I prefer not to say,No,,No,No,No,No,No,No,No,No,No,No,No,I prefer not to say,I prefer not to say,I prefer not to say,No,No,No,No,No,,,,,,,"A3: Intelligence agencies are necessary and<br>legitimate institutions of democratic states,<br>even though they may sometimes overstep their<br>legal mandates","A3: Intelligence oversight lacks efficacy,<br>hence a fundamental reorganization of oversight<br>capacity is needed for oversight practitioners<br>to reliably uncover past misconduct and prevent<br>future misconduct",True,True,False,False,False,True,False,Judicial oversight bodies,CSOs | The media,Parliamentary oversight bodies,Independent expert bodies,Data protection authorities,Audit courts,Judicial oversight bodies,Parliamentary oversight bodies,Audit courts,Data protection authorities,Independent expert bodies,CSOs | The media,Judicial oversight bodies,Audit courts,Parliamentary oversight bodies,Data protection authorities,CSOs | The media,Independent expert bodies,Journalists,False,True,False,False,False,False,True,False,A2: I had some time,Yes,I don't know,I don't know,5.0,5.0,AO03,False,False,False,False,True,False,False,True,True,False,True,False,True,True,False,A4: Rarely (25% of the time),A4: Rarely (25% of the time),,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,Somewhat important,No,,,Yes,"Yes, within 30 days","Partly, the information provided was somewhat <br>helpful but contained omissions",I prefer not to say,I don't know,,,,No,No,No,No,No,
66,Germany,18.0,Full-time,2.0,Male,20.0,A1: Expert knowledge,A1: Expert knowledge,A3: Some knowledge,A2: Sufficient funding,,,,,,,,No,,,,False,False,False,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Somewhat important,Somewhat important,Slightly important,Very important,Very important,Very important,Not important at all,"A3: Under the current conditions of communications <br>surveillance, technological solutions cannot offer <br>sufficient protection for the data I handle",A5: Never,Yes,Yes,I don't know,,I don't know,No,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,,,,,,"A3: Intelligence agencies are necessary and<br>legitimate institutions of democratic states,<br>even though they may sometimes overstep their<br>legal mandates","A3: Intelligence oversight lacks efficacy,<br>hence a fundamental reorganization of oversight<br>capacity is needed for oversight practitioners<br>to reliably uncover past misconduct and prevent<br>future misconduct",True,True,False,True,False,False,False,Judicial oversight bodies,CSOs | The media,Independent expert bodies,Data protection authorities,Parliamentary oversight bodies,,Judicial oversight bodies,CSOs | The media,Independent expert bodies,Data protection authorities,Parliamentary oversight bodies,,Judicial oversight bodies,Data protection authorities,Parliamentary oversight bodies,CSOs | The media,,,Journalists,False,False,False,False,True,False,True,False,A1: I had enough time,I don't know,Yes,I don't know,10.0,5.0,AO03,True,False,True,True,False,False,False,True,True,False,True,True,True,True,False,A2: Often (75% of the time),A5: Never,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Not important at all,Yes,No,Yes,No,,,No,No,,,,No,No,No,No,No,No
67,Germany,18.0,Freelance,4.0,Male,,A1: Expert knowledge,A1: Expert knowledge,A2: Advanced knowledge,A3: Some funding,,,,,,,,No,,,,False,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Important,Somewhat important,Slightly important,Important,Important,Somewhat important,,"A2: Technological tools help to protect my identity <br>to some extent, but an attacker with sufficient power <br>may eventually be able to bypass my technological <br>safeguards",A3: Sometimes,No,No,No,,I don't know,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,,,,,,,"A2: Intelligence agencies contradict democratic<br>principles, and their powers should be kept at a<br>bare minimum","A3: Intelligence oversight lacks efficacy,<br>hence a fundamental reorganization of oversight<br>capacity is needed for oversight practitioners<br>to reliably uncover past misconduct and prevent<br>future misconduct",True,True,False,False,False,True,False,Judicial oversight bodies,Parliamentary oversight bodies,Independent expert bodies,Audit courts,Data protection authorities,CSOs | The media,CSOs | The media,Data protection authorities,,,,,Judicial oversight bodies,Parliamentary oversight bodies,,,,,Journalists,False,False,False,False,False,False,True,False,A2: I had some time,I don't know,I don't know,I don't know,40.0,40.0,AO02,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,A3: Sometimes (50% of the time),A5: Never,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,Somewhat important,No,,,No,,,No,No,,,,No,No,No,No,No,
68,Germany,7.0,Full-time,,Not specified,30.0,A2: Advanced knowledge,A3: Some knowledge,A5: No knowledge,A3: Some funding,,,,,,,,No,,,,False,False,False,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,Journalists,False,False,False,False,True,False,False,False,A5: I don't know,I don't know,I don't know,I don't know,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,
69,Germany,18.0,Full-time,5.0,Male,10.0,A3: Some knowledge,A2: Advanced knowledge,A3: Some knowledge,A4: Little funding,,,,,,,,No,,,,False,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,I prefer not to say,Very important,Very important,Very important,Very important,Very important,Very important,,"A3: Under the current conditions of communications <br>surveillance, technological solutions cannot offer <br>sufficient protection for the data I handle",A1: Always,No,Yes,I don't know,I don't know,"Yes, I have evidence",No,,No,No,No,No,No,No,Yes,I don't know,I don't know,I don't know,Yes,No,No,Yes,No,No,Yes,No,No,I prefer not to say,,,,,,"A2: Intelligence agencies contradict democratic<br>principles, and their powers should be kept at a<br>bare minimum",A4: Effective intelligence oversight is a<br>hopeless endeavour and even a systematic<br>reorganization is unlikely to ensure misconduct<br>is uncovered and prevented.,True,True,False,False,False,True,False,CSOs | The media,Data protection authorities,Audit courts,,,,CSOs | The media,Judicial oversight bodies,Data protection authorities,,,,CSOs | The media,Independent expert bodies,Judicial oversight bodies,,,,Journalists,True,False,False,False,False,False,False,False,A2: I had some time,No,No,No,15.0,15.0,AO02,True,False,True,True,True,False,False,False,True,False,True,True,True,True,False,A3: Sometimes (50% of the time),A4: Rarely (25% of the time),,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,False,False,Very important,No,,,Yes,"No, usually longer than 30 days","No, the information provided was not at all helpful",I prefer not to say,I don't know,,,,No,I don't know,I don't know,Yes,Yes,I don't know
70,France,6.0,Full-time,1.0,Not specified,12.0,A3: Some knowledge,A3: Some knowledge,A4: Basic knowledge,A1: A great deal of funding,,,,,,,,Yes,2.0,"A2: No, usually longer than 30 days",A2: Helpful in parts,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,Journalists,False,False,False,False,False,False,True,False,A1: I had enough time,I don't know,No,No,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,
71,France,18.0,Full-time,10.0,Male,10.0,A2: Advanced knowledge,A3: Some knowledge,A1: Expert knowledge,A6: I don't know,,,,,,,,Yes,2.0,"A2: No, usually longer than 30 days",A3: Not helpful at all,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Very important,Very important,Important,Very important,Very important,Very important,I don't know,"A3: Under the current conditions of communications <br>surveillance, technological solutions cannot offer <br>sufficient protection for the data I handle",A3: Sometimes,No,I don't know,I don't know,,"Yes, I suspect",No,,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,,No,No,Yes,No,No,,,,,,,"A2: Intelligence agencies contradict democratic<br>principles, and their powers should be kept at a<br>bare minimum",A4: Effective intelligence oversight is a<br>hopeless endeavour and even a systematic<br>reorganization is unlikely to ensure misconduct<br>is uncovered and prevented.,False,False,True,True,True,False,False,CSOs | The media,Judicial oversight bodies,Data protection authorities,,,,CSOs | The media,Data protection authorities,Judicial oversight bodies,Parliamentary oversight bodies,,,Judicial oversight bodies,Data protection authorities,,,,,Journalists,False,False,False,False,False,False,True,False,A2: I had some time,I don't know,I don't know,I don't know,8.0,2.0,AO04,False,True,False,True,True,False,False,False,False,False,True,True,True,True,False,A4: Rarely (25% of the time),A3: Sometimes (50% of the time),No,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Somewhat important,No,,,Yes,"Yes, within 30 days","No, the information provided was not at all helpful",No,I don't know,,,,Yes,Yes,No,Yes,No,
72,France,18.0,Full-time,3.0,Male,10.0,A3: Some knowledge,A3: Some knowledge,A3: Some knowledge,A3: Some funding,,,,,,,,Yes,4.0,A3: Never,A3: Not helpful at all,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Very important,Important,Important,Very important,Very important,Very important,,"A2: Technological tools help to protect my identity <br>to some extent, but an attacker with sufficient power <br>may eventually be able to bypass my technological <br>safeguards",A1: Always,No,Yes,Yes,,I don't know,No,,No,No,Yes,No,No,No,I don't know,No,No,Yes,Yes,I prefer not to say,I prefer not to say,,No,No,No,No,No,,,,,,,"A3: Intelligence agencies are necessary and<br>legitimate institutions of democratic states,<br>even though they may sometimes overstep their<br>legal mandates","A3: Intelligence oversight lacks efficacy,<br>hence a fundamental reorganization of oversight<br>capacity is needed for oversight practitioners<br>to reliably uncover past misconduct and prevent<br>future misconduct",True,True,False,False,False,True,False,CSOs | The media,Independent expert bodies,Judicial oversight bodies,Data protection authorities,Parliamentary oversight bodies,,CSOs | The media,Parliamentary oversight bodies,Data protection authorities,Judicial oversight bodies,Independent expert bodies,Audit courts,CSOs | The media,Judicial oversight bodies,Audit courts,Data protection authorities,Independent expert bodies,Parliamentary oversight bodies,Journalists,False,True,False,False,False,False,False,False,A2: I had some time,No,I don't know,No,10.0,5.0,AO03,False,True,True,False,True,False,False,False,False,False,True,False,True,True,False,A3: Sometimes (50% of the time),A4: Rarely (25% of the time),No,False,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,Important,No,,,No,,,No,No,,,,No,No,Yes,Yes,No,
73,France,18.0,Full-time,1.0,Male,5.0,A4: Basic knowledge,A4: Basic knowledge,A4: Basic knowledge,A5: No funding,,,,,,,,No,,,,False,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Important,Important,Slightly important,Very important,Important,Important,I don't know,"A2: Technological tools help to protect my identity <br>to some extent, but an attacker with sufficient power <br>may eventually be able to bypass my technological <br>safeguards",A6: I don't know,No,I don't know,I don't know,I don't know,I don't know,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,"A2: Intelligence agencies contradict democratic<br>principles, and their powers should be kept at a<br>bare minimum","A3: Intelligence oversight lacks efficacy,<br>hence a fundamental reorganization of oversight<br>capacity is needed for oversight practitioners<br>to reliably uncover past misconduct and prevent<br>future misconduct",True,True,False,False,False,True,False,Judicial oversight bodies,Data protection authorities,Parliamentary oversight bodies,CSOs | The media,Independent expert bodies,,CSOs | The media,Judicial oversight bodies,Data protection authorities,Parliamentary oversight bodies,,,Judicial oversight bodies,Parliamentary oversight bodies,CSOs | The media,,,,Journalists,True,False,False,False,False,False,False,False,A4: I had no time,No,I don't know,I don't know,2.0,1.0,AO05,True,False,True,True,False,False,False,True,False,False,True,True,True,True,False,A2: Often (75% of the time),A4: Rarely (25% of the time),No,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,I don't know,I don't know,,,No,,,No,I don't know,,,,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know
74,France,10.0,Freelance,,Not specified,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,Journalists,False,False,False,False,False,False,False,False,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,
75,France,18.0,Full-time,7.0,Male,8.0,A3: Some knowledge,A3: Some knowledge,A4: Basic knowledge,A2: Sufficient funding,,,,,,,,No,,,,False,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Somewhat important,Slightly important,Slightly important,Very important,Important,Important,,"A2: Technological tools help to protect my identity <br>to some extent, but an attacker with sufficient power <br>may eventually be able to bypass my technological <br>safeguards",A3: Sometimes,Yes,No,Yes,,"Yes, I suspect",No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,,,,,,,"A3: Intelligence agencies are necessary and<br>legitimate institutions of democratic states,<br>even though they may sometimes overstep their<br>legal mandates","A3: Intelligence oversight lacks efficacy,<br>hence a fundamental reorganization of oversight<br>capacity is needed for oversight practitioners<br>to reliably uncover past misconduct and prevent<br>future misconduct",True,True,False,False,False,True,False,Independent expert bodies,CSOs | The media,,,,,Independent expert bodies,CSOs | The media,,,,,Independent expert bodies,CSOs | The media,,,,,Journalists,True,False,False,False,False,False,False,False,A2: I had some time,Yes,No,No,19.0,12.0,AO02,False,True,True,True,True,False,False,False,False,False,True,True,True,True,False,A2: Often (75% of the time),A4: Rarely (25% of the time),Yes,False,False,False,False,False,False,True,False,False,True,True,True,False,False,True,False,False,False,Somewhat important,No,,,No,,,Yes,No,10.0,No,Yes,Yes,Yes,Yes,Yes,No,
76,France,18.0,Freelance,10.0,Male,22.0,A2: Advanced knowledge,A2: Advanced knowledge,A2: Advanced knowledge,A2: Sufficient funding,,,,,,,,No,,,,False,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Very important,Slightly important,Very important,,Very important,Very important,Very important,"A2: Technological tools help to protect my identity <br>to some extent, but an attacker with sufficient power <br>may eventually be able to bypass my technological <br>safeguards",A4: Rarely,Yes,No,No,Yes,"Yes, I suspect",No,,No,No,No,No,No,No,No,No,No,No,No,I don't know,Yes,I don't know,No,No,No,No,No,Yes,,,,,,"A3: Intelligence agencies are necessary and<br>legitimate institutions of democratic states,<br>even though they may sometimes overstep their<br>legal mandates","A2: Intelligence oversight is mostly effective,<br>however its institutional design needs reform<br>for oversight practitioners to reliably uncover<br>past misconduct and prevent future misconduct",True,False,False,True,False,False,False,Parliamentary oversight bodies,Independent expert bodies,Data protection authorities,Audit courts,,,Independent expert bodies,CSOs | The media,Judicial oversight bodies,,,,Independent expert bodies,Judicial oversight bodies,CSOs | The media,,,,Journalists,True,True,True,False,False,False,True,False,A1: I had enough time,I don't know,No,No,100.0,33.0,AO01,True,False,True,False,True,False,False,True,False,False,False,True,False,True,True,A3: Sometimes (50% of the time),A4: Rarely (25% of the time),Yes,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,Important,No,,,Yes,"Yes, within 30 days","Partly, the information provided was somewhat <br>helpful but contained omissions",Yes,No,4.0,No,No,No,No,No,No,No,Yes
